#ID                             RA                DEC
UVUDF_16                 53.1645966 -27.83115894
HST3D_16683              53.1324150 -27.83460300
HST3D_16684              53.1468470 -27.83440300
HST3D_16686              53.0917110 -27.83450600
HST3D_16691              53.1353920 -27.83447300
HST3D_16693              53.0706190 -27.83436300
HST3D_16697              53.1674080 -27.83433300
HST3D_16698              53.1508390 -27.83433600
HST3D_16699              53.0968750 -27.83433500
HST3D_16702              53.1224240 -27.83431500
HST3D_16703              53.1048060 -27.83446700
HST3D_16704              53.1516220 -27.83469100
HST3D_16705              53.1323190 -27.83430000
HST3D_16706              53.1705360 -27.83502200
HST3D_16707              53.1068220 -27.83430000
HST3D_16708              53.1265140 -27.83429000
HST3D_16709              53.0939280 -27.83431900
HST3D_16711              53.1433380 -27.83429800
HST3D_16712              53.1716760 -27.83455000
HST3D_16718              53.1086930 -27.83474500
HST3D_16720              53.1244760 -27.83426500
HST3D_16722              53.1279190 -27.83425200
HST3D_16723              53.0988850 -27.83422200
HST3D_16724              53.0874790 -27.83422400
HST3D_16725              53.1029420 -27.83480200
HST3D_16727              53.1440380 -27.83511100
HST3D_16732              53.1727260 -27.83433700
HST3D_16733              53.1634630 -27.83414600
HST3D_16736              53.1118390 -27.83414100
HST3D_16741              53.0832600 -27.83477500
HST3D_16745              53.1143720 -27.83409100
HST3D_16747              53.1665650 -27.83453100
HST3D_16748              53.1409300 -27.83476400
HST3D_16750              53.0716980 -27.83406100
HST3D_16753              53.1100920 -27.83478700
HST3D_16754              53.0693530 -27.83412000
HST3D_16759              53.0735120 -27.83455000
HST3D_16760              53.1587360 -27.83401100
HST3D_16761              53.1180840 -27.83441900
HST3D_16762              53.1160580 -27.83468800
HST3D_16764              53.1093230 -27.83488900
HST3D_16765              53.1736280 -27.83468000
HST3D_16767              53.1612780 -27.83420000
HST3D_16768              53.1705280 -27.83416800
HST3D_16769              53.1271290 -27.83455800
HST3D_16770              53.1651620 -27.83418400
HST3D_16771              53.1659220 -27.83397500
HST3D_16772              53.1023310 -27.83397700
HST3D_16773              53.1164430 -27.83398700
HST3D_16775              53.1207480 -27.83395600
HST3D_16776              53.0705840 -27.83450700
HST3D_16777              53.1121620 -27.83458200
HST3D_16779              53.1455910 -27.83394500
HST3D_16781              53.1114330 -27.83402600
HST3D_16783              53.1026160 -27.83392700
HST3D_16786              53.1019590 -27.83456700
HST3D_16788              53.1144920 -27.83437900
HST3D_16790              53.0933000 -27.83403700
HST3D_16796              53.1279900 -27.83402800
HST3D_16799              53.1152050 -27.83245100
HST3D_16800              53.1108640 -27.83386400
HST3D_16801              53.0742110 -27.83467700
HST3D_16802              53.1518290 -27.83445800
HST3D_16803              53.1499650 -27.83391300
HST3D_16807              53.1124920 -27.83422500
HST3D_16809              53.1403800 -27.83429000
HST3D_16810              53.1345190 -27.83392800
HST3D_16814              53.0726870 -27.83420700
HST3D_16815              53.1392790 -27.83381500
HST3D_16816              53.1646070 -27.83380600
HST3D_16818              53.1706780 -27.83378200
HST3D_16822              53.0777990 -27.83379200
HST3D_16825              53.1191810 -27.83377800
HST3D_16826              53.1723170 -27.83376800
HST3D_16830              53.0940200 -27.83373700
HST3D_16832              53.1456610 -27.83364000
HST3D_16837              53.1656220 -27.83384700
HST3D_16842              53.1217950 -27.83369900
HST3D_16843              53.0695780 -27.83368500
HST3D_16844              53.0751360 -27.83141300
HST3D_16846              53.1589660 -27.83366800
HST3D_16847              53.1555950 -27.83368500
HST3D_16848              53.0690570 -27.83367100
HST3D_16850              53.1461480 -27.83404100
HST3D_16852              53.1732800 -27.83417500
HST3D_16855              53.1689070 -27.83425600
HST3D_16858              53.0960550 -27.83389900
HST3D_16859              53.1424230 -27.83415500
HST3D_16866              53.1542260 -27.83360400
HST3D_16868              53.0914270 -27.83388000
HST3D_16870              53.1125830 -27.83398800
HST3D_16871              53.0863540 -27.83399100
HST3D_16872              53.1238410 -27.83409100
HST3D_16878              53.1042880 -27.83354300
HST3D_16882              53.1449910 -27.83352800
HST3D_16889              53.1697320 -27.83350000
HST3D_16890              53.1075850 -27.83354800
HST3D_16894              53.1698430 -27.83405300
HST3D_16896              53.1372180 -27.83348000
HST3D_16898              53.1440880 -27.83348300
HST3D_16901              53.0830130 -27.83345200
HST3D_16902              53.1333320 -27.83349900
HST3D_16905              53.0881380 -27.83344600
HST3D_16907              53.1650170 -27.83386000
HST3D_16909              53.1002700 -27.83342200
HST3D_16912              53.1290770 -27.83370500
HST3D_16915              53.0922570 -27.83338000
HST3D_16916              53.1579150 -27.83428500
HST3D_16919              53.0901780 -27.83400900
HST3D_16920              53.1227780 -27.83346900
HST3D_16926              53.1165250 -27.83331400
HST3D_16927              53.0717090 -27.83331200
HST3D_16930              53.0705520 -27.83385900
HST3D_16931              53.1053940 -27.83420600
HST3D_16933              53.0968380 -27.83333900
HST3D_16934              53.1713790 -27.83326900
HST3D_16938              53.1054250 -27.83387200
HST3D_16940              53.1332060 -27.83325600
HST3D_16942              53.1260840 -27.83324500
HST3D_16944              53.1700360 -27.83322900
HST3D_16948              53.0665490 -27.82870800
HST3D_16949              53.1117200 -27.83322400
HST3D_16953              53.0759040 -27.83320800
HST3D_16954              53.0789700 -27.83320100
HST3D_16955              53.1380150 -27.83320700
HST3D_16959              53.1140440 -27.83320000
HST3D_16960              53.1572380 -27.83343800
HST3D_16963              53.1629420 -27.83329600
HST3D_16964              53.0905060 -27.83318200
HST3D_16967              53.0692260 -27.83325300
HST3D_16970              53.0735480 -27.83313200
HST3D_16972              53.1508680 -27.83314600
HST3D_16975              53.1709970 -27.83311500
HST3D_16976              53.0752060 -27.83357800
HST3D_16977              53.1347050 -27.83313200
HST3D_16979              53.1525840 -27.83311800
HST3D_16980              53.1018080 -27.83338300
HST3D_16983              53.1009540 -27.83330400
HST3D_16986              53.0815390 -27.83344100
HST3D_16993              53.0825690 -27.83304700
HST3D_16994              53.1573310 -27.83368200
HST3D_17000              53.1591800 -27.83306300
HST3D_17001              53.1590620 -27.83260300
HST3D_17002              53.0748220 -27.83326900
HST3D_17003              53.1121640 -27.83298800
HST3D_17005              53.1389920 -27.83312100
HST3D_17007              53.1477800 -27.83356900
HST3D_17012              53.1136720 -27.83292800
HST3D_17014              53.0719510 -27.83309500
HST3D_17015              53.0940510 -27.83312500
HST3D_17016              53.1114330 -27.83291400
HST3D_17021              53.1680200 -27.83250500
HST3D_17022              53.1527980 -27.83287600
HST3D_17024              53.1496640 -27.83286600
HST3D_17026              53.1467150 -27.83285400
HST3D_17027              53.0838110 -27.83308900
HST3D_17028              53.1476290 -27.83286600
HST3D_17029              53.1435290 -27.83332900
HST3D_17036              53.1738870 -27.83284500
HST3D_17037              53.1259250 -27.83322800
HST3D_17038              53.1085090 -27.83340900
HST3D_17040              53.1315040 -27.83251200
HST3D_17041              53.0833040 -27.83358200
HST3D_17046              53.1406070 -27.83281000
HST3D_17047              53.1261410 -27.83284700
HST3D_17048              53.1297220 -27.83293300
HST3D_17049              53.1562930 -27.83328700
HST3D_17052              53.0779230 -27.83325000
HST3D_17054              53.1014860 -27.83301000
HST3D_17062              53.1287240 -27.83277800
HST3D_17063              53.0672030 -27.83278400
HST3D_17064              53.1535690 -27.83283900
HST3D_17065              53.0918510 -27.83347700
HST3D_17066              53.0751380 -27.83263300
HST3D_17068              53.1291610 -27.83296900
HST3D_17069              53.1325210 -27.83291200
HST3D_17072              53.1613110 -27.83279800
HST3D_17074              53.1459220 -27.83334100
HST3D_17075              53.0854440 -27.83274600
HST3D_17078              53.1342290 -27.83272300
HST3D_17083              53.0678300 -27.83207300
HST3D_17084              53.0946290 -27.83299500
HST3D_17085              53.1661790 -27.83268300
HST3D_17086              53.0821340 -27.83268000
HST3D_17087              53.0946140 -27.83267900
HST3D_17088              53.1592860 -27.83268400
HST3D_17090              53.0915190 -27.83268500
HST3D_17091              53.0677450 -27.83289300
HST3D_17093              53.1062280 -27.83266400
HST3D_17094              53.1004440 -27.83265400
HST3D_17097              53.0731000 -27.83264300
HST3D_17100              53.1548770 -27.83272700
HST3D_17103              53.1375890 -27.83263200
HST3D_17105              53.0948010 -27.83283400
HST3D_17107              53.1580780 -27.83264700
HST3D_17109              53.1057770 -27.83331000
HST3D_17111              53.0743610 -27.83320700
HST3D_17114              53.1071960 -27.83280200
HST3D_17116              53.1533160 -27.83258500
HST3D_17119              53.1461830 -27.83290100
HST3D_17120              53.1389170 -27.83257100
HST3D_17121              53.1531380 -27.83268700
HST3D_17122              53.1091920 -27.83282600
HST3D_17123              53.1421370 -27.83268900
HST3D_17124              53.1132120 -27.83273200
HST3D_17125              53.0881100 -27.83251900
HST3D_17130              53.1455120 -27.83312600
HST3D_17132              53.1408810 -27.83292400
HST3D_17146              53.1023840 -27.83292400
HST3D_17148              53.0706040 -27.83244300
HST3D_17149              53.1625060 -27.83310900
HST3D_17150              53.0811440 -27.83244900
HST3D_17155              53.1459750 -27.83267600
HST3D_17156              53.1115120 -27.83239300
HST3D_17158              53.0755730 -27.83266500
HST3D_17159              53.0958780 -27.83237600
HST3D_17160              53.1265600 -27.83235800
HST3D_17161              53.0904770 -27.83269600
HST3D_17162              53.1100190 -27.83236600
HST3D_17164              53.1746280 -27.83233400
HST3D_17165              53.1643200 -27.83242500
HST3D_17168              53.1224700 -27.83233100
HST3D_17169              53.1231210 -27.83243200
HST3D_17170              53.1333260 -27.83231700
HST3D_17171              53.0798370 -27.83244200
HST3D_17174              53.1061810 -27.83230200
HST3D_17175              53.0934380 -27.83230000
HST3D_17178              53.0858260 -27.83255400
HST3D_17179              53.1638700 -27.83233700
HST3D_17183              53.1627630 -27.83255000
HST3D_17184              53.1237880 -27.83256200
HST3D_17185              53.0931500 -27.83232600
HST3D_17187              53.1542050 -27.83273400
HST3D_17188              53.1132100 -27.83224100
HST3D_17190              53.0661460 -27.83223500
HST3D_17192              53.1285610 -27.83222900
HST3D_17195              53.0968160 -27.83221600
HST3D_17196              53.1112750 -27.83221300
HST3D_17197              53.1707960 -27.83234700
HST3D_17198              53.1510780 -27.83219900
HST3D_17200              53.0846880 -27.83219100
HST3D_17203              53.0722180 -27.83217900
HST3D_17204              53.0724650 -27.83215300
HST3D_17205              53.0799640 -27.83215300
HST3D_17206              53.1134340 -27.83229600
HST3D_17207              53.1237460 -27.83217000
HST3D_17209              53.0974490 -27.83213100
HST3D_17210              53.1124390 -27.83212700
HST3D_17211              53.0680390 -27.83277700
HST3D_17212              53.1072590 -27.82676000
HST3D_17213              53.1269110 -27.83211900
HST3D_17214              53.1726190 -27.83210200
HST3D_17215              53.0958710 -27.83214500
HST3D_17217              53.1644660 -27.83210400
HST3D_17219              53.1014490 -27.83268200
