#ID                             RA                DEC
UVUDF_16                 53.1645966 -27.83115894
HST3D_15058              53.1010720 -27.84136500
HST3D_15064              53.1520810 -27.84132300
HST3D_15068              53.1580420 -27.84154300
HST3D_15072              53.0928340 -27.84131900
HST3D_15074              53.0716550 -27.84129500
HST3D_15076              53.0880590 -27.84128600
HST3D_15077              53.1627530 -27.84127100
HST3D_15082              53.0898540 -27.84241300
HST3D_15084              53.0749250 -27.84239600
HST3D_15091              53.1213240 -27.84123100
HST3D_15095              53.1525330 -27.84121400
HST3D_15098              53.1644150 -27.84216500
HST3D_15109              53.0967870 -27.84116600
HST3D_15110              53.1564480 -27.84149400
HST3D_15111              53.1018750 -27.84136500
HST3D_15113              53.0895590 -27.84127200
HST3D_15114              53.0990190 -27.84190200
HST3D_15116              53.0713000 -27.84112400
HST3D_15117              53.1537460 -27.84124400
HST3D_15119              53.0856850 -27.84118200
HST3D_15120              53.1509080 -27.84147600
HST3D_15121              53.1131380 -27.84111100
HST3D_15125              53.1050540 -27.84111700
HST3D_15129              53.1096420 -27.84109400
HST3D_15131              53.1524750 -27.84194700
HST3D_15136              53.1653200 -27.84113300
HST3D_15138              53.1226540 -27.84111400
HST3D_15140              53.1222680 -27.84105000
HST3D_15144              53.0813810 -27.84196000
HST3D_15149              53.0895110 -27.84101200
HST3D_15151              53.1216610 -27.84100100
HST3D_15152              53.1544520 -27.84099200
HST3D_15154              53.1100260 -27.84098800
HST3D_15156              53.1134660 -27.84125700
HST3D_15161              53.0851690 -27.84095700
HST3D_15164              53.1347420 -27.84112100
HST3D_15166              53.1280150 -27.84096000
HST3D_15168              53.0738520 -27.84095700
HST3D_15174              53.1235920 -27.84093800
HST3D_15175              53.0795590 -27.84239700
HST3D_15176              53.1291910 -27.84116500
HST3D_15178              53.1401960 -27.84135900
HST3D_15181              53.1465600 -27.84107400
HST3D_15182              53.1069840 -27.84089800
HST3D_15189              53.0905060 -27.84213200
HST3D_15191              53.1210310 -27.84086000
HST3D_15198              53.1268480 -27.84092200
HST3D_15199              53.1277650 -27.84084300
HST3D_15201              53.1049510 -27.84082200
HST3D_15203              53.0999120 -27.84194500
HST3D_15204              53.1199120 -27.84232200
HST3D_15207              53.1242680 -27.84082600
HST3D_15208              53.1486890 -27.84100900
HST3D_15211              53.1102550 -27.84099700
HST3D_15212              53.1228390 -27.84079400
HST3D_15214              53.1314380 -27.84132700
HST3D_15215              53.0810320 -27.84078800
HST3D_15218              53.0940480 -27.84097500
HST3D_15225              53.0767950 -27.84082300
HST3D_15226              53.0881430 -27.84070200
HST3D_15227              53.0937460 -27.84070400
HST3D_15229              53.1151000 -27.84069300
HST3D_15233              53.1061750 -27.84095800
HST3D_15234              53.1185190 -27.84199300
HST3D_15237              53.1483970 -27.84097900
HST3D_15238              53.1022250 -27.84065800
HST3D_15239              53.0851670 -27.84066700
HST3D_15245              53.1224330 -27.84062100
HST3D_15248              53.1564030 -27.84059900
HST3D_15253              53.0863170 -27.84057100
HST3D_15254              53.0911880 -27.84094000
HST3D_15257              53.1530900 -27.84054900
HST3D_15258              53.1502370 -27.84053700
HST3D_15259              53.0772700 -27.84119400
HST3D_15260              53.1561450 -27.84052900
HST3D_15272              53.1362990 -27.84048100
HST3D_15273              53.1538680 -27.84056500
HST3D_15274              53.0844630 -27.84045100
HST3D_15275              53.1316410 -27.84046800
HST3D_15277              53.1135390 -27.84046700
HST3D_15279              53.1398850 -27.84118400
HST3D_15282              53.1129960 -27.84068000
HST3D_15289              53.1398770 -27.84043400
HST3D_15290              53.1434020 -27.84043000
HST3D_15291              53.1484170 -27.84061300
HST3D_15296              53.0757000 -27.84040900
HST3D_15297              53.1311320 -27.84077800
HST3D_15301              53.0930410 -27.84062000
HST3D_15302              53.1395290 -27.84037700
HST3D_15303              53.1092080 -27.84037600
HST3D_15304              53.1616060 -27.84045800
HST3D_15310              53.1189350 -27.84052700
HST3D_15314              53.0787210 -27.84044900
HST3D_15315              53.0872750 -27.84101800
HST3D_15316              53.1185780 -27.84109600
HST3D_15317              53.0898460 -27.84030500
HST3D_15321              53.1231130 -27.84030800
HST3D_15322              53.1428080 -27.84031600
HST3D_15328              53.1418180 -27.84135200
HST3D_15329              53.0790510 -27.84026900
HST3D_15330              53.1688270 -27.84041000
HST3D_15331              53.0763090 -27.84027300
HST3D_15334              53.1251900 -27.84045300
HST3D_15337              53.0875720 -27.84039000
HST3D_15338              53.1624400 -27.84024000
HST3D_15340              53.1276140 -27.84040700
HST3D_15343              53.1293770 -27.84021500
HST3D_15350              53.1160920 -27.84143800
HST3D_15355              53.1219930 -27.84017400
HST3D_15356              53.0725740 -27.84018900
HST3D_15357              53.1257230 -27.84048900
HST3D_15362              53.1582160 -27.84014600
HST3D_15363              53.0736840 -27.84013700
HST3D_15366              53.1076690 -27.84030700
HST3D_15368              53.1019250 -27.84013300
HST3D_15369              53.1684890 -27.84011800
HST3D_15370              53.1613570 -27.84013700
HST3D_15371              53.0967520 -27.84011900
HST3D_15374              53.0846870 -27.84013700
HST3D_15376              53.1643310 -27.84017000
HST3D_15378              53.0790180 -27.84005800
HST3D_15381              53.1487360 -27.84005400
HST3D_15382              53.0734240 -27.84074300
HST3D_15384              53.1129370 -27.84004500
HST3D_15385              53.1545110 -27.84003700
HST3D_15386              53.0869410 -27.84009600
HST3D_15390              53.0886270 -27.83998900
HST3D_15392              53.0708270 -27.83998700
HST3D_15394              53.1554870 -27.84017600
HST3D_15395              53.0765810 -27.83999600
HST3D_15397              53.1277110 -27.83999400
HST3D_15402              53.1033870 -27.84016500
HST3D_15404              53.1404680 -27.84021400
HST3D_15407              53.1352920 -27.84032000
HST3D_15411              53.1604590 -27.84056800
HST3D_15412              53.1348220 -27.83994200
HST3D_15413              53.1187680 -27.83994700
HST3D_15414              53.1627960 -27.84065700
HST3D_15416              53.1645590 -27.84019300
HST3D_15418              53.0855230 -27.84063200
HST3D_15419              53.1280130 -27.84044100
HST3D_15420              53.1579550 -27.83993400
HST3D_15428              53.1451690 -27.84038300
HST3D_15431              53.1300290 -27.84011800
HST3D_15432              53.1596050 -27.84041600
HST3D_15436              53.1515560 -27.83984500
HST3D_15437              53.1677530 -27.83995500
HST3D_15438              53.1441190 -27.83987700
HST3D_15439              53.0719970 -27.83982600
HST3D_15440              53.1070400 -27.83982600
HST3D_15441              53.0951500 -27.84004100
HST3D_15442              53.1262040 -27.83980800
HST3D_15446              53.1102000 -27.83980500
HST3D_15451              53.1316140 -27.84006900
HST3D_15453              53.1354220 -27.84019700
HST3D_15454              53.0966940 -27.83976800
HST3D_15455              53.1706320 -27.84041300
HST3D_15456              53.0941830 -27.83973900
HST3D_15457              53.1251310 -27.84076100
HST3D_15462              53.1375370 -27.83973800
HST3D_15463              53.1596370 -27.83974800
HST3D_15467              53.1072380 -27.83971800
HST3D_15469              53.1128890 -27.83967400
HST3D_15472              53.1279360 -27.84018200
HST3D_15473              53.1697370 -27.83966200
HST3D_15474              53.1384280 -27.83966200
HST3D_15476              53.1002400 -27.84003100
HST3D_15478              53.1652930 -27.83962000
HST3D_15480              53.1130910 -27.83989900
HST3D_15481              53.1357170 -27.83952000
HST3D_15484              53.1047970 -27.83961900
HST3D_15485              53.1244600 -27.83979000
HST3D_15487              53.0716570 -27.83967800
HST3D_15488              53.1109740 -27.83960100
HST3D_15489              53.1274990 -27.84004500
HST3D_15492              53.0950130 -27.83970000
HST3D_15494              53.0786750 -27.83954800
HST3D_15496              53.1437080 -27.83953100
HST3D_15497              53.1676800 -27.83977200
HST3D_15500              53.1155210 -27.83991400
HST3D_15501              53.0706000 -27.83950800
HST3D_15503              53.0819970 -27.83987200
HST3D_15505              53.1379800 -27.83950500
HST3D_15507              53.0883660 -27.83976400
HST3D_15508              53.0976300 -27.84026300
HST3D_15509              53.0853650 -27.83987200
HST3D_15510              53.0702750 -27.83948400
HST3D_15511              53.0721460 -27.84027900
HST3D_15515              53.1666330 -27.83946900
HST3D_15518              53.0968310 -27.83949700
HST3D_15523              53.1380710 -27.83952300
HST3D_15525              53.1341680 -27.83943200
HST3D_15528              53.1240190 -27.84037700
HST3D_15529              53.0955330 -27.83959800
HST3D_15530              53.1039150 -27.83941400
HST3D_15531              53.1084970 -27.83940800
HST3D_15532              53.1449450 -27.84021000
HST3D_15535              53.0772580 -27.83936500
HST3D_15538              53.0890930 -27.83943100
HST3D_15542              53.1442590 -27.84013200
HST3D_15544              53.1069740 -27.83935400
HST3D_15550              53.1326230 -27.84024700
HST3D_15551              53.1693490 -27.83933500
HST3D_15555              53.1538220 -27.84021300
HST3D_15556              53.1448580 -27.83930200
HST3D_15557              53.1457500 -27.83928900
HST3D_15558              53.1234430 -27.83929800
HST3D_15560              53.1463020 -27.83955800
HST3D_15561              53.1420030 -27.83932600
HST3D_15562              53.1011460 -27.83942700
HST3D_15563              53.0858090 -27.83994700
HST3D_15564              53.1515250 -27.83953100
HST3D_15565              53.0697680 -27.83951900
HST3D_15567              53.1519700 -27.83925000
HST3D_15568              53.1601880 -27.83924700
HST3D_15569              53.0997730 -27.83924500
HST3D_15571              53.1576940 -27.83922500
HST3D_15574              53.1673520 -27.84045300
HST3D_15575              53.0867910 -27.84049700
HST3D_15577              53.0969100 -27.83920300
HST3D_15579              53.1560060 -27.84029100
HST3D_15580              53.0872840 -27.83939300
HST3D_15583              53.1032660 -27.83918500
HST3D_15584              53.0976910 -27.83933400
HST3D_15590              53.1341730 -27.83916000
HST3D_15595              53.1374960 -27.83913600
HST3D_15598              53.1092750 -27.83934700
HST3D_15599              53.0777260 -27.83909600
HST3D_15601              53.0993540 -27.83920800
HST3D_15602              53.0745040 -27.83907700
HST3D_15606              53.1449530 -27.83908100
HST3D_15611              53.1588460 -27.83946000
HST3D_15614              53.0931690 -27.83842200
HST3D_15619              53.0826930 -27.83899700
HST3D_15620              53.1375420 -27.83959400
HST3D_15621              53.0778670 -27.84003900
HST3D_15622              53.0918470 -27.83897100
HST3D_15624              53.0768730 -27.83914200
HST3D_15626              53.1209910 -27.83898800
HST3D_15631              53.1119200 -27.83895400
HST3D_15636              53.1007290 -27.83892600
HST3D_15637              53.1402180 -27.83892600
HST3D_15639              53.1191340 -27.83912500
HST3D_15640              53.1604030 -27.83891200
HST3D_15641              53.0718900 -27.83890500
HST3D_15644              53.0832590 -27.83894500
HST3D_15646              53.1599040 -27.83902400
HST3D_15649              53.1441520 -27.83916400
HST3D_15650              53.1705140 -27.83897300
HST3D_15651              53.0873370 -27.83992600
HST3D_15653              53.1168180 -27.83934800
HST3D_15660              53.0798840 -27.83889900
HST3D_15664              53.1597460 -27.83908500
HST3D_15665              53.1252800 -27.83899600
HST3D_15667              53.1339620 -27.83883300
HST3D_15673              53.0964350 -27.83939000
HST3D_15678              53.0723480 -27.83875300
HST3D_15679              53.1595010 -27.83918900
HST3D_15680              53.1026330 -27.83888700
HST3D_15682              53.1459230 -27.83996900
HST3D_15686              53.1241500 -27.83913400
HST3D_15687              53.1188760 -27.83869900
HST3D_15689              53.1707620 -27.83882200
HST3D_15690              53.1675360 -27.83867300
HST3D_15692              53.0958380 -27.83927900
HST3D_15693              53.1526010 -27.83866100
HST3D_15697              53.1378790 -27.83868200
HST3D_15699              53.0903060 -27.83860200
HST3D_15702              53.1244240 -27.83934900
HST3D_15703              53.1246210 -27.83862000
HST3D_15705              53.1133540 -27.83872400
HST3D_15706              53.1542770 -27.83876600
HST3D_15708              53.0826280 -27.83866300
HST3D_15710              53.1131440 -27.83878700
HST3D_15714              53.1282130 -27.83856300
HST3D_15719              53.1195110 -27.83854600
HST3D_15722              53.1356360 -27.83876500
HST3D_15730              53.1688660 -27.83876600
HST3D_15731              53.0751700 -27.83852300
HST3D_15733              53.1528390 -27.83854100
HST3D_15735              53.1445450 -27.83969200
HST3D_15736              53.1511590 -27.83878700
HST3D_15737              53.0746920 -27.83849600
HST3D_15738              53.1077580 -27.83880900
HST3D_15739              53.1612150 -27.83849500
HST3D_15740              53.1518190 -27.83872400
HST3D_15741              53.0864860 -27.83848300
HST3D_15745              53.1613880 -27.83847600
HST3D_15747              53.0749420 -27.83847300
HST3D_15750              53.0771060 -27.83846000
HST3D_15753              53.1407260 -27.83845700
HST3D_15754              53.1475280 -27.83919700
HST3D_15755              53.1450920 -27.83847600
HST3D_15759              53.1405660 -27.83888400
HST3D_15761              53.0956370 -27.83842200
HST3D_15767              53.0862480 -27.83950600
HST3D_15768              53.0829340 -27.83841000
HST3D_15770              53.0842580 -27.83841600
HST3D_15771              53.0809660 -27.83839900
HST3D_15777              53.1495720 -27.83882600
HST3D_15778              53.1176190 -27.83870800
HST3D_15779              53.1554550 -27.83853900
HST3D_15781              53.1008890 -27.83843800
HST3D_15783              53.1135510 -27.83833100
HST3D_15785              53.1490590 -27.83832500
HST3D_15786              53.1609500 -27.83831900
HST3D_15789              53.1194150 -27.83839000
HST3D_15795              53.0777150 -27.83828400
HST3D_15797              53.0720500 -27.83825600
HST3D_15798              53.0888620 -27.83883300
HST3D_15799              53.0754420 -27.83827200
HST3D_15800              53.1448490 -27.83826800
HST3D_15802              53.1227880 -27.83825300
HST3D_15803              53.1329370 -27.83924500
HST3D_15805              53.1212700 -27.83825000
HST3D_15808              53.1017250 -27.83827600
HST3D_15814              53.0934370 -27.83826100
HST3D_15817              53.1043370 -27.83817100
HST3D_15818              53.0697710 -27.83912600
HST3D_15820              53.1161180 -27.83871100
HST3D_15828              53.1702100 -27.83818100
HST3D_15830              53.1424810 -27.83830300
HST3D_15831              53.1272770 -27.83859700
HST3D_15834              53.0714240 -27.83813400
HST3D_15836              53.1319530 -27.83918700
HST3D_15841              53.1028000 -27.83810200
HST3D_15844              53.1057120 -27.83806800
HST3D_15845              53.1118650 -27.83822300
HST3D_15847              53.1481690 -27.83916000
HST3D_15849              53.0816910 -27.83810700
HST3D_15850              53.1489550 -27.83804800
HST3D_15851              53.1039060 -27.83893900
HST3D_15853              53.0764320 -27.83801500
HST3D_15854              53.1661540 -27.83801600
HST3D_15857              53.1249950 -27.83799900
HST3D_15858              53.1327580 -27.83859000
HST3D_15859              53.1313100 -27.83797500
HST3D_15861              53.0701480 -27.83805200
HST3D_15862              53.0724440 -27.83843500
HST3D_15866              53.0796510 -27.83814800
HST3D_15867              53.0722540 -27.83816800
HST3D_15869              53.1673710 -27.83793400
HST3D_15872              53.0946120 -27.83796000
HST3D_15876              53.1449550 -27.83807500
HST3D_15885              53.0841730 -27.83813800
HST3D_15887              53.1362530 -27.83785200
HST3D_15894              53.0838230 -27.83781400
HST3D_15898              53.0697090 -27.83775800
HST3D_15900              53.0936300 -27.83776100
HST3D_15901              53.0714570 -27.83791000
HST3D_15902              53.0721080 -27.83775100
HST3D_15903              53.1336000 -27.83776300
HST3D_15904              53.1263060 -27.83803600
HST3D_15905              53.0990050 -27.83774000
HST3D_15909              53.1444460 -27.83774800
HST3D_15910              53.1032880 -27.83775300
HST3D_15911              53.1139830 -27.83775900
HST3D_15914              53.1064080 -27.83773600
HST3D_15915              53.1411890 -27.83792900
HST3D_15918              53.1156620 -27.83772200
HST3D_15919              53.1346060 -27.83831000
HST3D_15920              53.1662800 -27.83770400
HST3D_15928              53.0839720 -27.83775800
HST3D_15931              53.0976440 -27.83771800
HST3D_15932              53.1696840 -27.83763900
HST3D_15933              53.1427290 -27.83763000
HST3D_15935              53.1508550 -27.83805000
HST3D_15937              53.1001620 -27.83762200
HST3D_15938              53.1173260 -27.83797500
HST3D_15941              53.0858710 -27.83767900
HST3D_15942              53.1517320 -27.83777200
HST3D_15948              53.1664890 -27.83767600
HST3D_15950              53.1083290 -27.83759400
HST3D_15951              53.1269670 -27.83749600
HST3D_15958              53.0821400 -27.83782000
HST3D_15959              53.1700730 -27.83796500
HST3D_15960              53.1130490 -27.83756800
HST3D_15962              53.1677700 -27.83757000
HST3D_15963              53.1639390 -27.83786600
HST3D_15965              53.0708790 -27.83750400
HST3D_15966              53.1580300 -27.83839600
HST3D_15967              53.0761090 -27.83750400
HST3D_15969              53.1415370 -27.83748900
HST3D_15970              53.1228930 -27.83760500
HST3D_15971              53.0681620 -27.83749700
HST3D_15972              53.1023560 -27.83759000
HST3D_15974              53.1093110 -27.83746100
HST3D_15978              53.0712400 -27.83746300
HST3D_15981              53.1000670 -27.83745100
HST3D_15982              53.1295830 -27.83767900
HST3D_15983              53.0953310 -27.83743400
HST3D_15984              53.1305450 -27.83751400
HST3D_15985              53.0825160 -27.83761600
HST3D_15986              53.0899410 -27.83743300
HST3D_15989              53.1253800 -27.83744400
HST3D_15990              53.1489290 -27.83741500
HST3D_15991              53.1632120 -27.83741400
HST3D_15995              53.1322800 -27.83741200
HST3D_15996              53.0997230 -27.83739400
HST3D_15998              53.1367090 -27.83740400
HST3D_16000              53.1325940 -27.83740400
HST3D_16002              53.1568550 -27.83736900
HST3D_16003              53.0751240 -27.83745100
HST3D_16004              53.1570730 -27.83743300
HST3D_16006              53.0754350 -27.83805800
HST3D_16013              53.0948650 -27.83734700
HST3D_16017              53.1549030 -27.83732500
HST3D_16019              53.1175110 -27.83731900
HST3D_16024              53.1536740 -27.83731700
HST3D_16026              53.1220290 -27.83730300
HST3D_16029              53.1503090 -27.83733900
HST3D_16032              53.0943400 -27.83756300
HST3D_16035              53.1460520 -27.83723900
HST3D_16040              53.0834570 -27.83750600
HST3D_16042              53.1621270 -27.83718400
HST3D_16048              53.0878950 -27.83727000
HST3D_16049              53.1578280 -27.83718200
HST3D_16051              53.1361670 -27.83644600
HST3D_16052              53.1438650 -27.83724700
HST3D_16053              53.1669180 -27.83735000
HST3D_16057              53.0688450 -27.83713700
HST3D_16060              53.0879050 -27.83712300
HST3D_16062              53.1457030 -27.83713500
HST3D_16063              53.0851310 -27.83712600
HST3D_16065              53.1310700 -27.83759700
HST3D_16066              53.1529890 -27.83768500
HST3D_16067              53.1531290 -27.83731000
HST3D_16068              53.1481940 -27.83711800
HST3D_16071              53.1416700 -27.83710400
HST3D_16072              53.1317270 -27.83709400
HST3D_16074              53.1701130 -27.83721900
HST3D_16077              53.1302310 -27.83708700
HST3D_16080              53.1502030 -27.83705600
HST3D_16084              53.0774230 -27.83703300
HST3D_16085              53.1696870 -27.83803700
HST3D_16086              53.1539720 -27.83720900
HST3D_16095              53.1571140 -27.83703000
HST3D_16096              53.1497640 -27.83703600
HST3D_16101              53.0850690 -27.83699900
HST3D_16102              53.1255610 -27.83699300
HST3D_16104              53.1450910 -27.83737100
HST3D_16107              53.1615650 -27.83709100
HST3D_16108              53.0841590 -27.83710000
HST3D_16113              53.1525510 -27.83722000
HST3D_16116              53.1181850 -27.83695500
HST3D_16127              53.1301100 -27.83692100
HST3D_16128              53.1671050 -27.83689900
HST3D_16130              53.1209890 -27.83689800
HST3D_16131              53.1152440 -27.83689000
HST3D_16132              53.0885160 -27.83689300
HST3D_16136              53.1036300 -27.83704700
HST3D_16138              53.0912070 -27.83717500
HST3D_16139              53.1093180 -27.83682400
HST3D_16140              53.0813500 -27.83736700
HST3D_16143              53.1413380 -27.83681500
HST3D_16147              53.1564060 -27.83691200
HST3D_16151              53.1347000 -27.83695900
HST3D_16156              53.0914530 -27.83676100
HST3D_16157              53.1086650 -27.83676000
HST3D_16160              53.0749880 -27.83672100
HST3D_16164              53.1265270 -27.83696800
HST3D_16165              53.1584010 -27.83671500
HST3D_16168              53.0975190 -27.83670800
HST3D_16170              53.0954480 -27.83670100
HST3D_16172              53.1210740 -27.83676100
HST3D_16176              53.1647860 -27.83669500
HST3D_16180              53.0890050 -27.83692100
HST3D_16183              53.0680840 -27.83704300
HST3D_16184              53.1019560 -27.83663700
HST3D_16186              53.1327320 -27.83663200
HST3D_16187              53.0730610 -27.83705600
HST3D_16196              53.0842940 -27.83727200
HST3D_16198              53.1647470 -27.83688400
HST3D_16200              53.1460910 -27.83656800
HST3D_16202              53.1498020 -27.83654800
HST3D_16203              53.1312070 -27.83654400
HST3D_16208              53.1670140 -27.83655600
HST3D_16211              53.1275500 -27.83650700
HST3D_16212              53.1479200 -27.83649200
HST3D_16213              53.1184630 -27.83649500
HST3D_16218              53.0911960 -27.83669200
HST3D_16219              53.1609780 -27.83655100
HST3D_16221              53.1262530 -27.83646100
HST3D_16222              53.1455520 -27.83645500
HST3D_16226              53.1366060 -27.83647800
HST3D_16228              53.0918740 -27.83643600
HST3D_16229              53.0716340 -27.83700000
HST3D_16230              53.1594690 -27.83710800
HST3D_16231              53.1041700 -27.83644000
HST3D_16235              53.0840760 -27.83688300
HST3D_16237              53.1719110 -27.83641200
HST3D_16238              53.0980280 -27.83641900
HST3D_16241              53.1440420 -27.83638900
HST3D_16246              53.1598060 -27.83707000
HST3D_16247              53.1398320 -27.83645400
HST3D_16250              53.0744090 -27.83528700
HST3D_16252              53.0676730 -27.83635200
HST3D_16255              53.0791720 -27.83634700
HST3D_16256              53.0915980 -27.83635200
HST3D_16261              53.1657340 -27.83638500
HST3D_16263              53.1726380 -27.83689000
HST3D_16266              53.1534360 -27.83670900
HST3D_16267              53.1333530 -27.83646800
HST3D_16268              53.1602740 -27.83709200
HST3D_16271              53.1483040 -27.83686200
HST3D_16273              53.0764460 -27.83628100
HST3D_16274              53.1527780 -27.83654400
HST3D_16275              53.1310650 -27.83627800
HST3D_16276              53.1358370 -27.83708800
HST3D_16277              53.1538620 -27.83657900
HST3D_16279              53.0879380 -27.83626700
HST3D_16283              53.0891070 -27.83647300
HST3D_16284              53.1557210 -27.83712300
HST3D_16285              53.0689620 -27.83627100
HST3D_16287              53.0790050 -27.83650900
HST3D_16291              53.1498540 -27.83621400
HST3D_16296              53.0901890 -27.83653400
HST3D_16299              53.1720970 -27.83632100
HST3D_16300              53.1402550 -27.83618700
HST3D_16302              53.1104860 -27.83690300
HST3D_16303              53.1331910 -27.83616000
HST3D_16304              53.0922220 -27.83616400
HST3D_16305              53.0920520 -27.83615000
HST3D_16307              53.1638370 -27.83613800
HST3D_16308              53.1121010 -27.83615300
HST3D_16309              53.1225520 -27.83616300
HST3D_16313              53.1471180 -27.83611300
HST3D_16314              53.0763890 -27.83610100
HST3D_16319              53.1571110 -27.83609800
HST3D_16320              53.0714480 -27.83608900
HST3D_16324              53.1095740 -27.83605600
HST3D_16325              53.1521530 -27.83510500
HST3D_16326              53.1354460 -27.83654600
HST3D_16328              53.1037470 -27.83608500
HST3D_16331              53.1243740 -27.83603500
HST3D_16335              53.1614740 -27.83601600
HST3D_16338              53.0917740 -27.83621600
HST3D_16342              53.0911520 -27.83599500
HST3D_16343              53.1230730 -27.83599000
HST3D_16344              53.1558140 -27.83596700
HST3D_16345              53.0838480 -27.83651600
HST3D_16347              53.1655990 -27.83681400
HST3D_16348              53.1418070 -27.83602500
HST3D_16350              53.1196430 -27.83622200
HST3D_16359              53.1019400 -27.83588800
HST3D_16361              53.0734290 -27.83589500
HST3D_16365              53.1544800 -27.83649600
HST3D_16368              53.0876580 -27.83584600
HST3D_16370              53.1148900 -27.83658300
HST3D_16373              53.0838810 -27.83584000
HST3D_16374              53.1000090 -27.83637800
HST3D_16375              53.1248320 -27.83580600
HST3D_16378              53.0920730 -27.83590100
HST3D_16380              53.1499130 -27.83577700
HST3D_16381              53.0752880 -27.83585100
HST3D_16382              53.1098430 -27.83577600
HST3D_16388              53.1492040 -27.83626600
HST3D_16399              53.0707110 -27.83587000
HST3D_16400              53.0768140 -27.83578200
HST3D_16402              53.0698730 -27.83548700
HST3D_16403              53.1650070 -27.83569500
HST3D_16405              53.1628720 -27.83569600
HST3D_16408              53.0931630 -27.83591600
HST3D_16411              53.1142750 -27.83566600
HST3D_16425              53.1401870 -27.83556900
HST3D_16426              53.1455680 -27.83554400
HST3D_16427              53.1124720 -27.83554200
HST3D_16428              53.0869760 -27.83554800
HST3D_16432              53.1360280 -27.83598900
HST3D_16433              53.0785080 -27.83550900
HST3D_16434              53.1604060 -27.83553600
HST3D_16437              53.1022800 -27.83617800
HST3D_16440              53.1292130 -27.83548500
HST3D_16441              53.1377020 -27.83548300
HST3D_16442              53.1339700 -27.83565900
HST3D_16443              53.0782360 -27.83546100
HST3D_16446              53.1463010 -27.83551900
HST3D_16450              53.1636610 -27.83558300
HST3D_16454              53.1567760 -27.83542000
HST3D_16458              53.1579020 -27.83540100
HST3D_16459              53.0670100 -27.83541000
HST3D_16462              53.1263930 -27.83568400
HST3D_16464              53.1329150 -27.83461400
HST3D_16467              53.1231260 -27.83541300
HST3D_16470              53.1596820 -27.83545000
HST3D_16471              53.1679810 -27.83535200
HST3D_16473              53.1223040 -27.83536400
HST3D_16474              53.0887830 -27.83536600
HST3D_16476              53.1700950 -27.83545300
HST3D_16488              53.1199630 -27.83599000
HST3D_16490              53.0780890 -27.83531200
HST3D_16493              53.0771590 -27.83274100
HST3D_16494              53.1297590 -27.83530200
HST3D_16496              53.1463080 -27.83582800
HST3D_16502              53.0935910 -27.83525600
HST3D_16505              53.1049930 -27.83593500
HST3D_16507              53.1315650 -27.83461100
HST3D_16508              53.0760740 -27.83526800
HST3D_16513              53.0962180 -27.83519800
HST3D_16518              53.1363540 -27.83516500
HST3D_16524              53.0906370 -27.83510600
HST3D_16526              53.0806330 -27.83509000
HST3D_16530              53.1430300 -27.83523600
HST3D_16531              53.1026720 -27.83565800
HST3D_16533              53.1147070 -27.83507900
HST3D_16538              53.1469180 -27.83532600
HST3D_16544              53.1513190 -27.83515200
HST3D_16545              53.1493650 -27.83499200
HST3D_16548              53.1676150 -27.83497200
HST3D_16550              53.1606280 -27.83590000
HST3D_16554              53.1454820 -27.83494300
HST3D_16557              53.1151580 -27.83494600
HST3D_16560              53.1412710 -27.83499400
HST3D_16561              53.1075800 -27.83494300
HST3D_16568              53.0783410 -27.83490100
HST3D_16572              53.0694880 -27.83542800
HST3D_16574              53.1553930 -27.83580900
HST3D_16575              53.1421650 -27.83489800
HST3D_16576              53.0910850 -27.83507800
HST3D_16584              53.1561290 -27.83484000
HST3D_16587              53.1524770 -27.83432000
HST3D_16588              53.0695540 -27.83571900
HST3D_16589              53.1397420 -27.83481600
HST3D_16590              53.0794460 -27.83480400
HST3D_16591              53.0923790 -27.83479800
HST3D_16592              53.1092180 -27.83570000
HST3D_16594              53.1238590 -27.83477600
HST3D_16597              53.1406010 -27.83477000
HST3D_16601              53.1320470 -27.83477100
HST3D_16603              53.1501890 -27.83452900
HST3D_16610              53.0718890 -27.83470400
HST3D_16612              53.1429650 -27.83469100
HST3D_16616              53.1128560 -27.83467000
HST3D_16619              53.0706320 -27.83561000
HST3D_16620              53.1555390 -27.83464800
HST3D_16621              53.0997350 -27.83464500
HST3D_16622              53.1643600 -27.83494200
HST3D_16625              53.0681190 -27.83493100
HST3D_16627              53.0901450 -27.83461600
HST3D_16628              53.0961510 -27.83466700
HST3D_16631              53.1558640 -27.83485800
HST3D_16633              53.0952790 -27.83458200
HST3D_16634              53.1704230 -27.83481400
HST3D_16635              53.1617530 -27.83228900
HST3D_16636              53.0702040 -27.83540900
HST3D_16639              53.1298190 -27.83456500
HST3D_16640              53.1039840 -27.83556600
HST3D_16647              53.0956260 -27.83510800
HST3D_16648              53.1013900 -27.83488300
HST3D_16650              53.1637630 -27.83451600
HST3D_16651              53.0672540 -27.83452500
HST3D_16652              53.1057200 -27.83480500
HST3D_16657              53.0689340 -27.83496500
HST3D_16658              53.1436830 -27.83449000
HST3D_16661              53.0720460 -27.83448900
HST3D_16664              53.1202510 -27.83447600
HST3D_16666              53.1484290 -27.83453500
HST3D_16668              53.1603850 -27.83446200
HST3D_16671              53.0719230 -27.83452000
HST3D_16672              53.0875330 -27.83443200
HST3D_16674              53.1029820 -27.83443000
HST3D_16677              53.1485650 -27.83492900
HST3D_16680              53.1435820 -27.83471100
HST3D_16681              53.1620630 -27.83446700
HST3D_16682              53.1260070 -27.83443400
