# This target list is based on HST GLASS observations of M1149
# My program makes use of up to 4 MSA configurations. Thus,
# I expect to be able to observe up to 200 targets. A list of 817 
# targets is needed to make sure enough targets are available and
# optimally placed for any orientation. 
#
# The targets were selected on the basis of the following criteria:
# continuum observations: zphot > 2, 22 < m160 < 25.5
# emission lines : zphot > 3, m160> 25
#
# I plan to include at APT submission a filler list if necessary
# to make sure that no slitlets are left behind
#
# the columns are a target id, RA in HMS, Dec in DMS, photo-z, mag in F160W and mag error
#
#         id         RAh         RAm         RAs        DECd        DECm        DECs       zphot         mag        emag
#
        3060          11          49        39.1          22          22       36.67       4.303       25.48     0.07358
        3061          11          49        33.4          22          22        36.4       2.569       25.48     0.05897
        3064          11          49       31.53          22          22       36.48       5.404       27.02       0.157
        3066          11          49       35.33          22          22       36.26       3.071       26.55       0.121
        3082          11          49       31.75          22          22       33.91       2.754       24.43     0.02051
        3089          11          49       32.97          22          22        33.7       3.513       25.87      0.1052
        3103          11          49       36.13          22          22       32.52       3.686       26.52      0.1489
        3109          11          49       32.42          22          22        31.2       3.226        23.6     0.01594
        3111          11          49       37.81          22          22       31.03       2.457        25.3     0.05347
        3120          11          49       31.88          22          22       28.84       2.662       24.81     0.04894
        3123          11          49       38.42          22          22        27.7       2.832       23.83     0.02785
        3133          11          49       31.45          22          22       26.37       3.912       25.41      0.1493
        3142          11          49       34.14          22          22       25.08       4.083       26.01      0.1106
        3144          11          49       39.28          22          22        24.9       2.547       24.12     0.03345
        3159          11          49       33.91          22          22       22.15        3.59       25.58      0.1171
        3161          11          49       34.39          22          22       21.62       3.966       24.88     0.04976
        3170          11          49       35.84          22          22       17.48       4.115       23.34     0.05774
        3171          11          49        37.7          22          22       17.62       2.656       23.22     0.04188
        3174          11          49       38.58          22          22       15.51        3.45       23.61     0.06641
